fit,subject_ID,seed,human,model,n_games
long,71,29,80.0,84.0,80
long,71,30,80.0,72.0,80
long,71,31,80.0,56.0,80
long,71,32,80.0,92.0,80
long,71,33,80.0,69.0,80
long,71,34,80.0,80.0,80
long,71,35,80.0,73.0,80
long,71,36,80.0,76.0,80
long,71,37,80.0,68.0,80
long,71,38,80.0,53.0,80
long,71,39,80.0,77.0,80
long,71,40,80.0,96.0,80
long,71,41,80.0,76.0,80
long,71,42,80.0,80.0,80
long,71,43,80.0,83.0,80
long,71,44,80.0,52.0,80
long,71,45,80.0,76.0,80
long,71,46,80.0,64.0,80
long,71,47,80.0,100.0,80
long,71,48,80.0,84.0,80
long,71,49,80.0,80.0,80
long,76,0,77.0,105.0,80
long,76,1,77.0,106.0,80
long,76,2,77.0,91.0,80
long,76,3,77.0,92.0,80
long,76,4,77.0,81.0,80
long,76,5,77.0,73.0,80
long,76,6,77.0,96.0,80
long,76,7,77.0,76.0,80
long,76,8,77.0,88.0,80
long,76,9,77.0,94.0,80
long,76,10,77.0,80.0,80
long,76,11,77.0,84.0,80
long,76,12,77.0,96.0,80
long,76,13,77.0,89.0,80
long,76,14,77.0,91.0,80
long,76,15,77.0,85.0,80
long,76,16,77.0,93.0,80
long,76,17,77.0,96.0,80
long,76,18,77.0,104.0,80
long,76,19,77.0,89.0,80
long,76,20,77.0,100.0,80
long,76,21,77.0,84.0,80
long,76,22,77.0,81.0,80
long,76,23,77.0,88.0,80
long,76,24,77.0,79.0,80
long,76,25,77.0,97.0,80
long,76,26,77.0,82.0,80
long,76,27,77.0,87.0,80
long,76,28,77.0,80.0,80
long,76,29,77.0,72.0,80
long,76,30,77.0,86.0,80
long,76,31,77.0,76.0,80
long,76,32,77.0,78.0,80
long,76,33,77.0,77.0,80
long,76,34,77.0,96.0,80
long,76,35,77.0,98.0,80
long,76,36,77.0,89.0,80
long,76,37,77.0,72.0,80
long,76,38,77.0,104.0,80
long,76,39,77.0,88.0,80
long,76,40,77.0,97.0,80
long,76,41,77.0,112.0,80
long,76,42,77.0,88.0,80
long,76,43,77.0,90.0,80
long,76,44,77.0,96.0,80
long,76,45,77.0,86.0,80
long,76,46,77.0,81.0,80
long,76,47,77.0,96.0,80
long,76,48,77.0,93.0,80
long,76,49,77.0,93.0,80
long,96,0,96.0,88.0,80
long,96,1,96.0,88.0,80
long,96,2,96.0,92.0,80
long,96,3,96.0,68.0,80
long,96,4,96.0,96.0,80
long,96,5,96.0,104.0,80
long,96,6,96.0,80.0,80
long,96,7,96.0,84.0,80
long,96,8,96.0,68.0,80
long,96,9,96.0,80.0,80
long,96,10,96.0,92.0,80
long,96,11,96.0,108.0,80
long,96,12,96.0,92.0,80
long,96,13,96.0,100.0,80
long,96,14,96.0,72.0,80
long,96,15,96.0,104.0,80
long,96,16,96.0,92.0,80
long,96,17,96.0,84.0,80
long,96,18,96.0,80.0,80
long,96,19,96.0,92.0,80
long,96,20,96.0,92.0,80
long,96,21,96.0,104.0,80
long,96,22,96.0,96.0,80
long,96,23,96.0,84.0,80
long,96,24,96.0,100.0,80
long,96,25,96.0,96.0,80
long,96,26,96.0,92.0,80
long,96,27,96.0,92.0,80
long,96,28,96.0,96.0,80
long,96,29,96.0,92.0,80
long,96,30,96.0,88.0,80
long,96,31,96.0,84.0,80
long,96,32,96.0,84.0,80
long,96,33,96.0,92.0,80
long,96,34,96.0,100.0,80
long,96,35,96.0,92.0,80
long,96,36,96.0,96.0,80
long,96,37,96.0,92.0,80
long,96,38,96.0,88.0,80
long,96,39,96.0,88.0,80
long,96,40,96.0,88.0,80
long,96,41,96.0,96.0,80
long,96,42,96.0,72.0,80
long,96,43,96.0,72.0,80
long,96,44,96.0,100.0,80
long,96,45,96.0,84.0,80
long,96,46,96.0,80.0,80
long,96,47,96.0,88.0,80
long,96,48,96.0,92.0,80
long,96,49,96.0,112.0,80
long,98,0,77.0,61.0,80
long,98,1,77.0,64.0,80
long,98,2,77.0,84.0,80
long,98,3,77.0,88.0,80
long,98,4,77.0,85.0,80
long,98,5,77.0,76.0,80
long,98,6,77.0,56.0,80
long,98,7,77.0,89.0,80
long,98,8,77.0,80.0,80
long,98,9,77.0,68.0,80
long,98,10,77.0,60.0,80
long,98,11,77.0,32.0,80
long,98,12,77.0,92.0,80
long,98,13,77.0,101.0,80
long,98,14,77.0,81.0,80
long,98,15,77.0,77.0,80
long,98,16,77.0,90.0,80
long,98,17,77.0,68.0,80
long,98,18,77.0,84.0,80
long,98,19,77.0,96.0,80
long,98,20,77.0,80.0,80
long,98,21,77.0,89.0,80
long,98,22,77.0,68.0,80
long,98,23,77.0,77.0,80
long,98,24,77.0,92.0,80
long,98,25,77.0,84.0,80
long,98,26,77.0,44.0,80
long,98,27,77.0,93.0,80
long,98,28,77.0,97.0,80
long,98,29,77.0,57.0,80
long,98,30,77.0,76.0,80
long,98,31,77.0,88.0,80
long,98,32,77.0,61.0,80
long,98,33,77.0,73.0,80
long,98,34,77.0,61.0,80
long,98,35,77.0,92.0,80
long,98,36,77.0,96.0,80
long,98,37,77.0,86.0,80
long,98,38,77.0,73.0,80
long,98,39,77.0,72.0,80
long,98,40,77.0,92.0,80
long,98,41,77.0,92.0,80
long,98,42,77.0,52.0,80
long,98,43,77.0,61.0,80
long,98,44,77.0,92.0,80
long,98,45,77.0,89.0,80
long,98,46,77.0,76.0,80
long,98,47,77.0,80.0,80
long,98,48,77.0,88.0,80
long,98,49,77.0,80.0,80
long,97,0,64.0,88.0,80
long,97,1,64.0,61.0,80
long,97,2,64.0,88.0,80
long,97,3,64.0,76.0,80
long,97,4,64.0,72.0,80
long,97,5,64.0,65.0,80
long,97,6,64.0,73.0,80
long,97,7,64.0,64.0,80
long,97,8,64.0,76.0,80
long,97,9,64.0,80.0,80
long,97,10,64.0,68.0,80
long,97,11,64.0,60.0,80
long,97,12,64.0,81.0,80
long,97,13,64.0,89.0,80
long,97,14,64.0,88.0,80
long,97,15,64.0,96.0,80
long,97,16,64.0,84.0,80
long,97,17,64.0,70.0,80
long,97,18,64.0,77.0,80
long,97,19,64.0,88.0,80
long,97,20,64.0,68.0,80
long,97,21,64.0,92.0,80
long,97,22,64.0,76.0,80
long,97,23,64.0,52.0,80
long,97,24,64.0,84.0,80
long,97,25,64.0,100.0,80
long,97,26,64.0,92.0,80
long,97,27,64.0,80.0,80
long,97,28,64.0,84.0,80
long,97,29,64.0,56.0,80
long,97,30,64.0,77.0,80
long,97,31,64.0,64.0,80
long,97,32,64.0,84.0,80
long,97,33,64.0,68.0,80
long,97,34,64.0,80.0,80
long,97,35,64.0,69.0,80
long,97,36,64.0,84.0,80
long,97,37,64.0,100.0,80
long,97,38,64.0,52.0,80
long,97,39,64.0,68.0,80
long,97,40,64.0,65.0,80
long,97,41,64.0,101.0,80
long,97,42,64.0,62.0,80
long,97,43,64.0,96.0,80
long,97,44,64.0,80.0,80
long,97,45,64.0,88.0,80
long,97,46,64.0,92.0,80
long,97,47,64.0,84.0,80
long,97,48,64.0,96.0,80
long,97,49,64.0,68.0,80
long,79,0,80.0,100.0,80
long,79,1,80.0,80.0,80
long,79,2,80.0,97.0,80
long,79,3,80.0,77.0,80
long,79,4,80.0,100.0,80
long,79,5,80.0,92.0,80
long,79,6,80.0,90.0,80
long,79,7,80.0,92.0,80
long,79,8,80.0,85.0,80
long,79,9,80.0,77.0,80
long,79,10,80.0,96.0,80
long,79,11,80.0,64.0,80
long,79,12,80.0,84.0,80
long,79,13,80.0,61.0,80
long,79,14,80.0,77.0,80
long,79,15,80.0,72.0,80
long,79,16,80.0,88.0,80
long,79,17,80.0,85.0,80
long,79,18,80.0,72.0,80
long,79,19,80.0,64.0,80
long,79,20,80.0,76.0,80
long,79,21,80.0,96.0,80
long,79,22,80.0,77.0,80
long,79,23,80.0,88.0,80
long,79,24,80.0,97.0,80
long,79,25,80.0,96.0,80
long,79,26,80.0,80.0,80
long,79,27,80.0,80.0,80
long,79,28,80.0,89.0,80
long,79,29,80.0,73.0,80
long,79,30,80.0,72.0,80
long,79,31,80.0,81.0,80
long,79,32,80.0,92.0,80
long,79,33,80.0,74.0,80
long,79,34,80.0,80.0,80
long,79,35,80.0,92.0,80
long,79,36,80.0,73.0,80
long,79,37,80.0,96.0,80
long,79,38,80.0,60.0,80
long,79,39,80.0,76.0,80
long,79,40,80.0,84.0,80
long,79,41,80.0,97.0,80
long,79,42,80.0,96.0,80
long,79,43,80.0,92.0,80
long,79,44,80.0,61.0,80
long,79,45,80.0,104.0,80
long,79,46,80.0,85.0,80
long,79,47,80.0,100.0,80
long,79,48,80.0,88.0,80
long,79,49,80.0,85.0,80
long,58,0,87.0,85.0,80
long,58,1,87.0,92.0,80
long,58,2,87.0,76.0,80
long,58,3,87.0,73.0,80
long,58,4,87.0,87.0,80
long,58,5,87.0,102.0,80
long,58,6,87.0,70.0,80
long,58,7,87.0,74.0,80
long,58,8,87.0,97.0,80
long,58,9,87.0,72.0,80
long,58,10,87.0,80.0,80
long,58,11,87.0,89.0,80
long,58,12,87.0,96.0,80
long,58,13,87.0,61.0,80
long,58,14,87.0,107.0,80
long,58,15,87.0,108.0,80
long,58,16,87.0,90.0,80
long,58,17,87.0,86.0,80
long,58,18,87.0,82.0,80
long,58,19,87.0,106.0,80
long,58,20,87.0,100.0,80
long,58,21,87.0,105.0,80
long,58,22,87.0,102.0,80
long,58,23,87.0,78.0,80
long,58,24,87.0,93.0,80
long,58,25,87.0,61.0,80
long,58,26,87.0,104.0,80
long,58,27,87.0,100.0,80
long,58,28,87.0,102.0,80
long,58,29,87.0,82.0,80
long,58,30,87.0,101.0,80
long,58,31,87.0,92.0,80
long,58,32,87.0,87.0,80
long,58,33,87.0,95.0,80
long,58,34,87.0,88.0,80
long,58,35,87.0,95.0,80
long,58,36,87.0,92.0,80
long,58,37,87.0,83.0,80
long,58,38,87.0,94.0,80
long,58,39,87.0,105.0,80
long,58,40,87.0,87.0,80
long,58,41,87.0,48.0,80
long,58,42,87.0,97.0,80
long,58,43,87.0,83.0,80
long,58,44,87.0,73.0,80
long,58,45,87.0,99.0,80
long,58,46,87.0,75.0,80
long,58,47,87.0,61.0,80
long,58,48,87.0,43.0,80
long,58,49,87.0,84.0,80
long,9,0,80.0,80.0,80
long,9,1,80.0,84.0,80
long,9,2,80.0,92.0,80
long,9,3,80.0,72.0,80
long,9,4,80.0,88.0,80
long,9,5,80.0,96.0,80
long,9,6,80.0,88.0,80
long,9,7,80.0,96.0,80
long,9,8,80.0,96.0,80
long,9,9,80.0,84.0,80
long,9,10,80.0,100.0,80
long,9,11,80.0,96.0,80
long,9,12,80.0,104.0,80
long,9,13,80.0,96.0,80
long,9,14,80.0,92.0,80
long,9,15,80.0,100.0,80
long,9,16,80.0,92.0,80
long,9,17,80.0,100.0,80
long,9,18,80.0,96.0,80
long,9,19,80.0,108.0,80
long,9,20,80.0,96.0,80
long,9,21,80.0,96.0,80
long,9,22,80.0,96.0,80
long,9,23,80.0,96.0,80
long,9,24,80.0,84.0,80
long,9,25,80.0,80.0,80
long,9,26,80.0,96.0,80
long,9,27,80.0,96.0,80
long,9,28,80.0,100.0,80
long,9,29,80.0,96.0,80
long,9,30,80.0,100.0,80
long,9,31,80.0,92.0,80
long,9,32,80.0,92.0,80
long,9,33,80.0,84.0,80
long,9,34,80.0,92.0,80
long,9,35,80.0,92.0,80
long,9,36,80.0,112.0,80
long,9,37,80.0,92.0,80
long,9,38,80.0,92.0,80
long,9,39,80.0,92.0,80
long,9,40,80.0,84.0,80
long,9,41,80.0,84.0,80
long,9,42,80.0,104.0,80
long,9,43,80.0,96.0,80
long,9,44,80.0,100.0,80
long,9,45,80.0,104.0,80
long,9,46,80.0,96.0,80
long,9,47,80.0,104.0,80
long,9,48,80.0,80.0,80
long,9,49,80.0,80.0,80
long,35,0,100.0,96.0,80
long,35,1,100.0,86.0,80
long,35,2,100.0,96.0,80
long,35,3,100.0,92.0,80
long,35,4,100.0,100.0,80
long,35,5,100.0,92.0,80
long,35,6,100.0,92.0,80
long,35,7,100.0,81.0,80
long,35,8,100.0,116.0,80
long,35,9,100.0,96.0,80
long,35,10,100.0,100.0,80
long,35,11,100.0,104.0,80
long,35,12,100.0,104.0,80
long,35,13,100.0,101.0,80
long,35,14,100.0,84.0,80
long,35,15,100.0,78.0,80
long,35,16,100.0,88.0,80
long,35,17,100.0,92.0,80
long,35,18,100.0,108.0,80
long,35,19,100.0,65.0,80
long,35,20,100.0,76.0,80
long,35,21,100.0,108.0,80
long,35,22,100.0,100.0,80
long,35,23,100.0,100.0,80
long,35,24,100.0,93.0,80
long,35,25,100.0,105.0,80
long,35,26,100.0,92.0,80
long,35,27,100.0,104.0,80
long,35,28,100.0,112.0,80
long,35,29,100.0,96.0,80
long,35,30,100.0,88.0,80
long,35,31,100.0,92.0,80
long,35,32,100.0,104.0,80
long,35,33,100.0,104.0,80
long,35,34,100.0,89.0,80
long,35,35,100.0,104.0,80
long,35,36,100.0,112.0,80
long,35,37,100.0,84.0,80
long,35,38,100.0,93.0,80
long,35,39,100.0,92.0,80
long,35,40,100.0,104.0,80
long,35,41,100.0,84.0,80
long,35,42,100.0,72.0,80
long,35,43,100.0,83.0,80
long,35,44,100.0,96.0,80
long,35,45,100.0,88.0,80
long,35,46,100.0,92.0,80
long,35,47,100.0,84.0,80
long,35,48,100.0,84.0,80
long,35,49,100.0,96.0,80
long,92,0,76.0,96.0,80
long,92,1,76.0,89.0,80
long,92,2,76.0,76.0,80
long,92,3,76.0,65.0,80
long,92,4,76.0,72.0,80
long,92,5,76.0,84.0,80
long,92,6,76.0,88.0,80
long,92,7,76.0,60.0,80
long,92,8,76.0,48.0,80
long,92,9,76.0,104.0,80
long,92,10,76.0,80.0,80
long,92,11,76.0,76.0,80
long,92,12,76.0,76.0,80
long,92,13,76.0,84.0,80
long,92,14,76.0,84.0,80
long,92,15,76.0,64.0,80
long,92,16,76.0,100.0,80
long,92,17,76.0,97.0,80
long,92,18,76.0,104.0,80
long,92,19,76.0,92.0,80
long,92,20,76.0,100.0,80
long,92,21,76.0,65.0,80
long,92,22,76.0,89.0,80
long,92,23,76.0,105.0,80
long,92,24,76.0,93.0,80
long,92,25,76.0,76.0,80
long,92,26,76.0,68.0,80
long,92,27,76.0,65.0,80
long,92,28,76.0,82.0,80
long,92,29,76.0,61.0,80
long,92,30,76.0,73.0,80
long,92,31,76.0,76.0,80
long,92,32,76.0,92.0,80
long,92,33,76.0,96.0,80
long,92,34,76.0,85.0,80
long,92,35,76.0,84.0,80
long,92,36,76.0,96.0,80
long,92,37,76.0,70.0,80
long,92,38,76.0,112.0,80
long,92,39,76.0,92.0,80
long,92,40,76.0,89.0,80
long,92,41,76.0,80.0,80
long,92,42,76.0,73.0,80
long,92,43,76.0,93.0,80
long,92,44,76.0,77.0,80
long,92,45,76.0,80.0,80
long,92,46,76.0,104.0,80
long,92,47,76.0,96.0,80
long,92,48,76.0,80.0,80
long,92,49,76.0,84.0,80
long,42,0,77.0,112.0,80
long,42,1,77.0,93.0,80
long,42,2,77.0,88.0,80
long,42,3,77.0,96.0,80
long,42,4,77.0,96.0,80
long,42,5,77.0,108.0,80
long,42,6,77.0,104.0,80
long,42,7,77.0,101.0,80
long,42,8,77.0,81.0,80
long,42,9,77.0,85.0,80
long,42,10,77.0,101.0,80
long,42,11,77.0,104.0,80
long,42,12,77.0,92.0,80
long,42,13,77.0,40.0,80
long,42,14,77.0,88.0,80
long,42,15,77.0,84.0,80
long,42,16,77.0,96.0,80
long,42,17,77.0,92.0,80
long,42,18,77.0,68.0,80
long,42,19,77.0,96.0,80
long,42,20,77.0,85.0,80
long,42,21,77.0,76.0,80
long,42,22,77.0,88.0,80
long,42,23,77.0,78.0,80
long,42,24,77.0,80.0,80
long,42,25,77.0,88.0,80
long,42,26,77.0,104.0,80
long,42,27,77.0,81.0,80
long,42,28,77.0,81.0,80
long,42,29,77.0,92.0,80
long,42,30,77.0,88.0,80
long,42,31,77.0,104.0,80
long,42,32,77.0,105.0,80
long,42,33,77.0,92.0,80
long,42,34,77.0,92.0,80
long,42,35,77.0,96.0,80
long,42,36,77.0,104.0,80
long,42,37,77.0,96.0,80
long,42,38,77.0,92.0,80
long,42,39,77.0,76.0,80
long,42,40,77.0,120.0,80
long,42,41,77.0,108.0,80
long,42,42,77.0,73.0,80
long,42,43,77.0,108.0,80
long,42,44,77.0,80.0,80
long,42,45,77.0,92.0,80
long,42,46,77.0,97.0,80
long,42,47,77.0,96.0,80
long,42,48,77.0,108.0,80
long,42,49,77.0,92.0,80
long,40,0,100.0,104.0,80
long,40,1,100.0,96.0,80
long,40,2,100.0,112.0,80
long,40,3,100.0,84.0,80
long,40,4,100.0,96.0,80
long,40,5,100.0,104.0,80
long,40,6,100.0,120.0,80
long,40,7,100.0,92.0,80
long,40,8,100.0,92.0,80
long,40,9,100.0,108.0,80
long,40,10,100.0,100.0,80
long,40,11,100.0,96.0,80
long,40,12,100.0,116.0,80
long,40,13,100.0,92.0,80
long,40,14,100.0,108.0,80
long,40,15,100.0,92.0,80
long,40,16,100.0,88.0,80
long,40,17,100.0,92.0,80
long,40,18,100.0,100.0,80
long,40,19,100.0,108.0,80
long,40,20,100.0,72.0,80
long,40,21,100.0,96.0,80
long,40,22,100.0,104.0,80
long,40,23,100.0,85.0,80
long,40,24,100.0,100.0,80
long,40,25,100.0,92.0,80
long,40,26,100.0,96.0,80
long,40,27,100.0,96.0,80
long,40,28,100.0,76.0,80
long,40,29,100.0,96.0,80
long,40,30,100.0,88.0,80
long,40,31,100.0,88.0,80
long,40,32,100.0,104.0,80
long,40,33,100.0,96.0,80
long,40,34,100.0,85.0,80
long,40,35,100.0,104.0,80
long,40,36,100.0,88.0,80
long,40,37,100.0,93.0,80
long,40,38,100.0,92.0,80
long,40,39,100.0,80.0,80
long,40,40,100.0,108.0,80
long,40,41,100.0,92.0,80
long,40,42,100.0,88.0,80
long,40,43,100.0,108.0,80
long,40,44,100.0,96.0,80
long,40,45,100.0,96.0,80
long,40,46,100.0,96.0,80
long,40,47,100.0,96.0,80
long,40,48,100.0,112.0,80
long,40,49,100.0,84.0,80
long,50,0,105.0,113.0,80
long,50,1,105.0,88.0,80
long,50,2,105.0,107.0,80
long,50,3,105.0,90.0,80
long,50,4,105.0,86.0,80
long,50,5,105.0,90.0,80
long,50,6,105.0,93.0,80
long,50,7,105.0,105.0,80
long,50,8,105.0,93.0,80
long,50,9,105.0,101.0,80
long,50,10,105.0,95.0,80
long,50,11,105.0,95.0,80
long,50,12,105.0,97.0,80
long,50,13,105.0,94.0,80
long,50,14,105.0,99.0,80
long,50,15,105.0,98.0,80
long,50,16,105.0,90.0,80
long,50,17,105.0,104.0,80
long,50,18,105.0,81.0,80
long,50,19,105.0,113.0,80
long,50,20,105.0,102.0,80
long,50,21,105.0,87.0,80
long,50,22,105.0,95.0,80
long,50,23,105.0,110.0,80
long,50,24,105.0,109.0,80
long,50,25,105.0,99.0,80
long,50,26,105.0,82.0,80
long,50,27,105.0,98.0,80
long,50,28,105.0,81.0,80
long,50,29,105.0,85.0,80
long,50,30,105.0,101.0,80
long,50,31,105.0,84.0,80
long,50,32,105.0,105.0,80
long,50,33,105.0,103.0,80
long,50,34,105.0,103.0,80
long,50,35,105.0,99.0,80
long,50,36,105.0,107.0,80
long,50,37,105.0,81.0,80
long,50,38,105.0,84.0,80
long,50,39,105.0,87.0,80
long,50,40,105.0,85.0,80
long,50,41,105.0,91.0,80
long,50,42,105.0,83.0,80
long,50,43,105.0,107.0,80
long,50,44,105.0,102.0,80
long,50,45,105.0,80.0,80
long,50,46,105.0,104.0,80
long,50,47,105.0,90.0,80
long,50,48,105.0,95.0,80
long,50,49,105.0,87.0,80
long,30,0,96.0,112.0,80
long,30,1,96.0,76.0,80
long,30,2,96.0,96.0,80
long,30,3,96.0,80.0,80
long,30,4,96.0,100.0,80
long,30,5,96.0,100.0,80
long,30,6,96.0,92.0,80
long,30,7,96.0,92.0,80
long,30,8,96.0,96.0,80
long,30,9,96.0,96.0,80
long,30,10,96.0,80.0,80
long,30,11,96.0,96.0,80
long,30,12,96.0,104.0,80
long,30,13,96.0,80.0,80
long,30,14,96.0,112.0,80
long,30,15,96.0,96.0,80
long,30,16,96.0,116.0,80
long,30,17,96.0,92.0,80
long,30,18,96.0,84.0,80
long,30,19,96.0,88.0,80
long,30,20,96.0,109.0,80
long,30,21,96.0,116.0,80
long,30,22,96.0,93.0,80
long,30,23,96.0,97.0,80
long,30,24,96.0,96.0,80
long,30,25,96.0,97.0,80
long,30,26,96.0,104.0,80
long,30,27,96.0,108.0,80
long,30,28,96.0,72.0,80
long,30,29,96.0,96.0,80
long,30,30,96.0,112.0,80
long,30,31,96.0,100.0,80
long,30,32,96.0,128.0,80
long,30,33,96.0,96.0,80
long,30,34,96.0,104.0,80
long,30,35,96.0,88.0,80
long,30,36,96.0,108.0,80
long,30,37,96.0,92.0,80
long,30,38,96.0,104.0,80
long,30,39,96.0,116.0,80
long,30,40,96.0,92.0,80
long,30,41,96.0,108.0,80
long,30,42,96.0,88.0,80
long,30,43,96.0,96.0,80
long,30,44,96.0,96.0,80
long,30,45,96.0,88.0,80
long,30,46,96.0,100.0,80
long,30,47,96.0,92.0,80
long,30,48,96.0,93.0,80
long,30,49,96.0,109.0,80
long,85,0,86.0,97.0,80
long,85,1,86.0,100.0,80
long,85,2,86.0,74.0,80
long,85,3,86.0,79.0,80
long,85,4,86.0,90.0,80
long,85,5,86.0,92.0,80
long,85,6,86.0,91.0,80
long,85,7,86.0,78.0,80
long,85,8,86.0,93.0,80
long,85,9,86.0,87.0,80
long,85,10,86.0,92.0,80
long,85,11,86.0,96.0,80
long,85,12,86.0,90.0,80
long,85,13,86.0,101.0,80
long,85,14,86.0,87.0,80
long,85,15,86.0,79.0,80
long,85,16,86.0,94.0,80
long,85,17,86.0,79.0,80
long,85,18,86.0,83.0,80
long,85,19,86.0,65.0,80
long,85,20,86.0,89.0,80
long,85,21,86.0,94.0,80
long,85,22,86.0,78.0,80
long,85,23,86.0,96.0,80
long,85,24,86.0,82.0,80
long,85,25,86.0,101.0,80
long,85,26,86.0,80.0,80
long,85,27,86.0,91.0,80
long,85,28,86.0,87.0,80
long,85,29,86.0,72.0,80
long,85,30,86.0,95.0,80
long,85,31,86.0,92.0,80
long,85,32,86.0,88.0,80
long,85,33,86.0,99.0,80
long,85,34,86.0,107.0,80
long,85,35,86.0,95.0,80
long,85,36,86.0,88.0,80
long,85,37,86.0,83.0,80
long,85,38,86.0,82.0,80
long,85,39,86.0,80.0,80
long,85,40,86.0,86.0,80
long,85,41,86.0,102.0,80
long,85,42,86.0,82.0,80
long,85,43,86.0,109.0,80
long,85,44,86.0,106.0,80
long,85,45,86.0,86.0,80
long,85,46,86.0,105.0,80
long,85,47,86.0,96.0,80
long,85,48,86.0,76.0,80
long,85,49,86.0,89.0,80
long,57,0,76.0,104.0,80
long,57,1,76.0,92.0,80
long,57,2,76.0,88.0,80
long,57,3,76.0,88.0,80
long,57,4,76.0,96.0,80
long,57,5,76.0,88.0,80
long,57,6,76.0,100.0,80
long,57,7,76.0,92.0,80
long,57,8,76.0,92.0,80
long,57,9,76.0,100.0,80
long,57,10,76.0,88.0,80
long,57,11,76.0,88.0,80
long,57,12,76.0,100.0,80
long,57,13,76.0,96.0,80
long,57,14,76.0,80.0,80
long,57,15,76.0,96.0,80
long,57,16,76.0,72.0,80
long,57,17,76.0,100.0,80
long,57,18,76.0,92.0,80
long,57,19,76.0,104.0,80
long,57,20,76.0,88.0,80
long,57,21,76.0,84.0,80
long,57,22,76.0,88.0,80
long,57,23,76.0,84.0,80
long,57,24,76.0,88.0,80
long,57,25,76.0,100.0,80
long,57,26,76.0,72.0,80
long,57,27,76.0,96.0,80
long,57,28,76.0,80.0,80
long,57,29,76.0,88.0,80
long,57,30,76.0,72.0,80
long,57,31,76.0,104.0,80
long,57,32,76.0,100.0,80
long,57,33,76.0,96.0,80
long,57,34,76.0,80.0,80
long,57,35,76.0,96.0,80
long,57,36,76.0,96.0,80
long,57,37,76.0,76.0,80
long,57,38,76.0,104.0,80
long,57,39,76.0,96.0,80
long,57,40,76.0,112.0,80
long,57,41,76.0,80.0,80
long,57,42,76.0,92.0,80
long,57,43,76.0,84.0,80
long,57,44,76.0,104.0,80
long,57,45,76.0,88.0,80
long,57,46,76.0,88.0,80
long,57,47,76.0,120.0,80
long,57,48,76.0,84.0,80
long,57,49,76.0,72.0,80
long,95,0,90.0,91.0,80
long,95,1,90.0,55.0,80
long,95,2,90.0,92.0,80
long,95,3,90.0,81.0,80
long,95,4,90.0,83.0,80
long,95,5,90.0,104.0,80
long,95,6,90.0,75.0,80
long,95,7,90.0,68.0,80
long,95,8,90.0,83.0,80
long,95,9,90.0,61.0,80
long,95,10,90.0,89.0,80
long,95,11,90.0,106.0,80
long,95,12,90.0,91.0,80
long,95,13,90.0,93.0,80
long,95,14,90.0,98.0,80
long,95,15,90.0,79.0,80
long,95,16,90.0,81.0,80
long,95,17,90.0,89.0,80
long,95,18,90.0,86.0,80
long,95,19,90.0,106.0,80
long,95,20,90.0,103.0,80
long,95,21,90.0,88.0,80
long,95,22,90.0,93.0,80
long,95,23,90.0,86.0,80
long,95,24,90.0,89.0,80
long,95,25,90.0,73.0,80
long,95,26,90.0,76.0,80
long,95,27,90.0,106.0,80
long,95,28,90.0,96.0,80
long,95,29,90.0,89.0,80
long,95,30,90.0,83.0,80
long,95,31,90.0,72.0,80
long,95,32,90.0,70.0,80
long,95,33,90.0,106.0,80
long,95,34,90.0,77.0,80
long,95,35,90.0,79.0,80
long,95,36,90.0,102.0,80
long,95,37,90.0,82.0,80
long,95,38,90.0,96.0,80
long,95,39,90.0,99.0,80
long,95,40,90.0,96.0,80
long,95,41,90.0,86.0,80
long,95,42,90.0,113.0,80
long,95,43,90.0,73.0,80
long,95,44,90.0,93.0,80
long,95,45,90.0,98.0,80
long,95,46,90.0,85.0,80
long,95,47,90.0,80.0,80
long,95,48,90.0,82.0,80
long,95,49,90.0,84.0,80
long,21,0,96.0,96.0,80
long,21,1,96.0,92.0,80
long,21,2,96.0,84.0,80
long,21,3,96.0,84.0,80
long,21,4,96.0,104.0,80
long,21,5,96.0,84.0,80
long,21,6,96.0,112.0,80
long,21,7,96.0,72.0,80
long,21,8,96.0,92.0,80
long,21,9,96.0,102.0,80
long,21,10,96.0,96.0,80
long,21,11,96.0,96.0,80
long,21,12,96.0,96.0,80
long,21,13,96.0,88.0,80
long,21,14,96.0,97.0,80
long,21,15,96.0,108.0,80
long,21,16,96.0,100.0,80
long,21,17,96.0,92.0,80
long,21,18,96.0,112.0,80
long,21,19,96.0,104.0,80
long,21,20,96.0,88.0,80
long,21,21,96.0,96.0,80
long,21,22,96.0,108.0,80
long,21,23,96.0,96.0,80
long,21,24,96.0,100.0,80
long,21,25,96.0,92.0,80
long,21,26,96.0,100.0,80
long,21,27,96.0,92.0,80
long,21,28,96.0,92.0,80
long,21,29,96.0,96.0,80
long,21,30,96.0,96.0,80
long,21,31,96.0,100.0,80
long,21,32,96.0,92.0,80
long,21,33,96.0,104.0,80
long,21,34,96.0,100.0,80
long,21,35,96.0,100.0,80
long,21,36,96.0,96.0,80
long,21,37,96.0,112.0,80
long,21,38,96.0,112.0,80
long,21,39,96.0,100.0,80
long,21,40,96.0,92.0,80
long,21,41,96.0,104.0,80
long,21,42,96.0,80.0,80
long,21,43,96.0,92.0,80
long,21,44,96.0,85.0,80
long,21,45,96.0,92.0,80
long,21,46,96.0,76.0,80
long,21,47,96.0,104.0,80
long,21,48,96.0,104.0,80
long,21,49,96.0,76.0,80
long,5,0,102.0,98.0,80
long,5,1,102.0,90.0,80
